,Id,MSSubClass,LotFrontage,LotArea,Alley,LandSlope,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SalePrice,MS_Zoning_group,LotShape_group,LandContour_group,LotConfig_group,Condition1_group,BldgType_group,HouseStyle_group,RoofStyle_group,Exterior1st_group,Exterior2nd_group,MasVnrType_group,ExterCond_group,Foundation_group,BsmtQual_group,BsmtCond_group,HeatingQC_group,Electrical_group,GarageCond_group,SaleType_group,SaleCondition_group
1147,1148,70,75.0,12000,No_alley_access,Gtl,Crawfor,7,7,1941,1950,0.0,TA,No,Rec,275,Unf,0,429,704,Y,860,704,0,1564,0,0,1,1,3,1,Fa,7,1,Gd,Attchd,1941.0,Unf,1,234,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,7,2009,174500,FV/ RL,Reg,Bnk,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
1148,1149,50,,5700,No_alley_access,Gtl,OldTown,7,7,1926,1950,0.0,TA,No,Unf,0,Unf,0,572,572,Y,572,539,0,1111,0,0,1,0,2,1,TA,5,1,Gd,Detchd,1982.0,Unf,1,288,TA,Y,0,0,176,0,0,0,No_pool,No_fence,0,8,2008,116900,Other,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,PConc,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
1149,1150,70,50.0,9000,No_alley_access,Gtl,OldTown,7,9,1920,1988,0.0,TA,No,ALQ,624,Unf,0,26,650,Y,832,650,0,1482,0,1,1,0,3,1,TA,7,0,No_fireplace,Detchd,1930.0,Unf,2,324,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,7,2009,143000,Other,Reg,Lvl,Inside/Corner,RRAe/Feedr/Artery,1Fam/TwnhsE,2.5Fin/2Story,Shed/Flat/Hip/Mansard,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,Gd/Fa/Po,PConc,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
1150,1151,20,57.0,8280,No_alley_access,Gtl,NAmes,6,5,1950,1950,0.0,TA,No,Unf,0,Unf,0,932,932,Y,932,0,0,932,0,0,1,0,2,1,Gd,4,1,Gd,Attchd,1950.0,Unf,1,306,TA,Y,0,0,214,0,0,0,No_pool,GdPrv,0,11,2007,124000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Ex,Other,Garage_present,Other,Normal/Alloca
1151,1152,20,134.0,17755,No_alley_access,Gtl,Edwards,5,4,1959,1959,132.0,TA,No,BLQ,176,Unf,0,1290,1466,Y,1466,0,0,1466,0,0,1,1,3,1,Fa,6,2,Gd,Attchd,1959.0,Fin,2,528,TA,Y,0,140,0,0,100,0,No_pool,No_fence,0,11,2006,149900,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,BrkFace,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
1152,1153,20,90.0,14115,No_alley_access,Gtl,Crawfor,6,7,1956,2004,0.0,TA,No,ALQ,296,GLQ,547,230,1073,Y,1811,0,0,1811,0,0,1,0,2,1,Ex,6,1,Gd,Attchd,1956.0,Fin,2,470,TA,Y,0,0,280,0,0,0,No_pool,No_fence,0,7,2006,230000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,
1153,1154,30,,5890,No_alley_access,Gtl,IDOTRR,6,8,1930,2007,0.0,Gd,Av,ALQ,538,Unf,0,278,816,Y,816,0,0,816,0,0,1,0,2,1,TA,5,0,No_fireplace,Detchd,2002.0,Unf,1,432,TA,Y,0,0,96,0,0,0,No_pool,No_fence,0,6,2008,120500,Other,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,None/BrkCmn,Gd/Fa/Po,Stone/BrkTil/Slab,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
1154,1155,60,,13700,No_alley_access,Gtl,NAmes,7,6,1965,1988,288.0,TA,Gd,ALQ,454,Unf,0,410,864,Y,902,918,0,1820,0,0,1,2,4,1,Gd,8,2,Gd,Attchd,1965.0,Unf,2,492,TA,Y,60,84,0,0,273,0,No_pool,GdPrv,0,5,2008,201800,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,Stone,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
1155,1156,20,90.0,10768,No_alley_access,Gtl,Veenker,5,8,1976,2004,0.0,Gd,Gd,ALQ,1157,Unf,0,280,1437,Y,1437,0,0,1437,1,0,2,0,3,1,Gd,6,1,Fa,Attchd,1976.0,RFn,2,528,TA,Y,0,21,0,0,180,0,No_pool,No_fence,0,7,2007,218000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,Gd/Fa/Po,Wood/CBlock,Ex/Gd,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
1156,1157,80,85.0,9350,No_alley_access,Gtl,NAmes,5,8,1965,1999,0.0,TA,Gd,ALQ,633,Unf,0,586,1219,Y,1265,0,0,1265,0,1,2,0,3,1,Gd,6,1,Gd,Attchd,1965.0,RFn,2,502,TA,Y,0,92,0,96,0,0,No_pool,MnPrv,0,10,2008,179900,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,Gd/Fa/Po,PConc,TA/Fa,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
1157,1158,120,34.0,5001,No_alley_access,Gtl,NridgHt,7,5,2007,2008,166.0,Gd,No,GLQ,904,Unf,0,410,1314,Y,1314,0,0,1314,1,0,2,0,2,1,Gd,6,1,Gd,Attchd,2008.0,RFn,2,626,TA,Y,172,62,0,0,0,0,No_pool,No_fence,0,7,2009,230000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,Duplex/Twnhs/2fmCon,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,Stone,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
1158,1159,20,92.0,11932,No_alley_access,Gtl,Somerst,8,5,2007,2008,186.0,Gd,No,Unf,0,Unf,0,1580,1580,Y,1580,0,0,1580,0,0,2,0,3,1,Gd,7,0,No_fireplace,Attchd,2008.0,RFn,3,830,TA,Y,0,24,0,0,0,0,No_pool,No_fence,0,6,2008,235128,FV/ RL,Reg,Lvl,CulDSac/ FR,RRAe/Feedr/Artery,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,Stone,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Parital
1159,1160,60,76.0,9120,No_alley_access,Gtl,NWAmes,6,6,1974,1974,270.0,Gd,No,ALQ,442,Unf,0,459,901,Y,943,933,0,1876,0,0,2,1,4,1,Gd,8,1,TA,Attchd,1974.0,RFn,2,540,Gd,Y,0,69,0,0,0,0,No_pool,No_fence,0,7,2008,185000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Shed/Flat/Hip/Mansard,Other,Plywood/BrkFace/HdBoard,BrkFace,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
1160,1161,160,24.0,2280,No_alley_access,Gtl,NPkVill,6,5,1978,1978,0.0,TA,No,ALQ,311,Unf,0,544,855,Y,855,601,0,1456,0,0,2,1,3,1,TA,7,1,TA,Attchd,1978.0,Unf,2,440,TA,Y,26,0,0,0,0,0,No_pool,No_fence,0,7,2010,146000,FV/ RL,Reg,Lvl,Inside/Corner,Other,Duplex/Twnhs/2fmCon,2.5Fin/2Story,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,Ex/Gd,Basement_present,Fa/Po,SBrkr,Garage_present,Other,Normal/Alloca
1161,1162,20,,14778,No_alley_access,Gtl,Crawfor,6,7,1954,2006,72.0,Gd,No,BLQ,728,Unf,0,568,1296,Y,1640,0,0,1640,1,0,1,0,3,1,Gd,7,1,Gd,Detchd,1993.0,Unf,2,924,TA,Y,108,0,0,216,0,0,No_pool,No_fence,0,11,2008,224000,FV/ RL,Irregular,Other,CulDSac/ FR,Other,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,Other,Plywood/BrkFace/HdBoard,BrkFace,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
1162,1163,20,109.0,8724,No_alley_access,Gtl,Sawyer,5,5,1968,1968,0.0,TA,No,BLQ,492,Unf,0,402,894,Y,894,0,0,894,0,0,1,0,3,1,TA,5,1,Po,Attchd,1968.0,Fin,2,450,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,5,2007,129000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,Wood/CBlock,Ex/Gd,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
1163,1164,90,60.0,12900,No_alley_access,Gtl,Sawyer,4,4,1969,1969,0.0,TA,Av,GLQ,1198,Unf,0,0,1198,Y,1258,0,0,1258,2,0,0,2,0,2,TA,6,0,No_fireplace,CarPort,1969.0,Unf,2,400,Fa,Y,120,0,0,0,0,0,No_pool,No_fence,0,1,2008,108959,FV/ RL,Reg,Lvl,Inside/Corner,RRAe/Feedr/Artery,Duplex/Twnhs/2fmCon,Other,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,Ex/Gd,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
1164,1165,80,,16157,No_alley_access,Gtl,Veenker,5,7,1978,1978,0.0,TA,Gd,ALQ,680,Rec,391,289,1360,Y,1432,0,0,1432,1,0,1,1,2,1,Gd,5,1,TA,Attchd,1978.0,Unf,2,588,TA,Y,168,180,0,0,0,0,No_pool,No_fence,0,6,2007,194000,FV/ RL,Irregular,Lvl,CulDSac/ FR,RRAe/Feedr/Artery,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
1165,1166,20,79.0,9541,No_alley_access,Gtl,NridgHt,7,5,2009,2009,268.0,Gd,No,Unf,0,Unf,0,1502,1502,Y,1502,0,0,1502,0,0,2,0,3,1,Gd,7,0,No_fireplace,Attchd,2009.0,RFn,2,644,TA,Y,0,114,0,0,0,0,No_pool,No_fence,0,9,2009,233170,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,Stone,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,New,Parital
1166,1167,20,64.0,10475,No_alley_access,Gtl,CollgCr,8,5,2008,2008,72.0,Gd,Av,Unf,0,Unf,0,1694,1694,Y,1694,0,0,1694,0,0,2,0,3,1,Gd,7,0,No_fireplace,Attchd,2008.0,RFn,3,776,TA,Y,160,33,0,0,0,0,No_pool,No_fence,0,2,2010,245350,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,Stone,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
1167,1168,60,58.0,10852,No_alley_access,Gtl,Gilbert,6,5,2000,2000,0.0,TA,No,GLQ,786,Unf,0,173,959,Y,959,712,0,1671,1,0,2,1,3,1,TA,7,1,TA,Attchd,2000.0,Fin,2,472,TA,Y,0,38,0,0,0,0,No_pool,No_fence,0,2,2006,173000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
1168,1169,70,120.0,13728,No_alley_access,Gtl,Edwards,6,7,1935,1986,0.0,TA,No,Rec,626,Unf,0,501,1127,Y,1236,872,0,2108,0,0,2,0,4,1,Gd,7,2,TA,Basment,1935.0,Unf,2,540,TA,Y,0,0,0,0,90,0,No_pool,No_fence,0,7,2008,235000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Shed/Flat/Hip/Mansard,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
1169,1170,60,118.0,35760,No_alley_access,Gtl,NoRidge,10,5,1995,1996,1378.0,Gd,Gd,GLQ,1387,Unf,0,543,1930,Y,1831,1796,0,3627,1,0,3,1,4,1,Gd,10,1,TA,Attchd,1995.0,Fin,3,807,TA,Y,361,76,0,0,0,0,No_pool,No_fence,0,7,2006,625000,FV/ RL,Irregular,Lvl,CulDSac/ FR,Other,1Fam/TwnhsE,2.5Fin/2Story,Shed/Flat/Hip/Mansard,Other,Plywood/BrkFace/HdBoard,BrkFace,Gd/Fa/Po,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
1170,1171,80,76.0,9880,No_alley_access,Gtl,Mitchel,6,6,1977,1977,0.0,TA,Av,ALQ,522,Unf,0,574,1096,Y,1118,0,0,1118,1,0,1,0,3,1,TA,6,1,Po,Attchd,1977.0,Fin,1,358,TA,Y,203,0,0,0,0,576,Gd,GdPrv,0,7,2008,171000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
1171,1172,20,76.0,9120,No_alley_access,Gtl,NAmes,6,6,1958,1958,0.0,TA,No,ALQ,662,Unf,0,599,1261,Y,1261,0,0,1261,1,0,1,0,3,1,TA,6,1,TA,Attchd,1958.0,RFn,2,433,TA,Y,0,0,0,0,288,0,No_pool,No_fence,1400,11,2008,163000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
1172,1173,160,35.0,4017,Pave,Gtl,Somerst,7,5,2006,2007,0.0,Gd,No,Unf,0,Unf,0,625,625,Y,625,625,0,1250,0,0,2,1,2,1,Gd,5,0,No_fireplace,Detchd,2006.0,Fin,2,625,TA,Y,0,54,0,0,0,0,No_pool,No_fence,0,3,2008,171900,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
1173,1174,50,138.0,18030,No_alley_access,Gtl,ClearCr,5,6,1946,1994,0.0,TA,No,Rec,152,BLQ,469,977,1598,Y,1636,971,479,3086,0,0,3,0,3,1,Ex,12,1,Gd,No_garage,,No_garage,0,0,No_garage,Y,122,0,0,0,0,0,No_pool,MnPrv,0,3,2007,200500,FV/ RL,Irregular,Bnk,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,,Other,Normal/Alloca
1174,1175,70,80.0,16560,No_alley_access,Gtl,Crawfor,6,8,1932,1950,0.0,TA,No,Rec,503,Unf,0,449,952,Y,1170,1175,0,2345,0,0,2,1,4,1,TA,9,1,Gd,Detchd,1932.0,Unf,2,360,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,7,2006,239000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,Ex/Gd,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
1175,1176,50,85.0,10678,No_alley_access,Gtl,NoRidge,8,5,1992,2000,337.0,Gd,No,GLQ,700,Unf,0,983,1683,Y,2129,743,0,2872,0,0,2,1,4,1,Gd,9,1,TA,Attchd,1992.0,Fin,2,541,TA,Y,0,33,0,0,0,0,No_pool,No_fence,0,4,2007,285000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,Other,Shed/Flat/Hip/Mansard,Other,Plywood/BrkFace/HdBoard,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
1176,1177,20,37.0,6951,No_alley_access,Gtl,Mitchel,5,5,1984,1985,0.0,TA,No,ALQ,658,Unf,0,218,876,Y,923,0,0,923,1,0,1,0,3,1,TA,5,0,No_fireplace,Attchd,1984.0,Unf,1,264,TA,Y,362,0,0,0,0,0,No_pool,MnPrv,0,10,2008,119500,FV/ RL,Irregular,Lvl,CulDSac/ FR,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
1177,1178,50,,3950,Grvl,Gtl,OldTown,6,8,1926,2004,0.0,TA,No,Rec,468,Unf,0,350,818,Y,818,406,0,1224,0,0,1,0,3,1,TA,5,0,No_fireplace,Detchd,1926.0,Unf,1,210,TA,N,0,0,116,0,0,0,No_pool,No_fence,0,12,2009,115000,Other,Reg,Bnk,Inside/Corner,RRAe/Feedr/Artery,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
1178,1179,50,54.0,7681,No_alley_access,Gtl,Crawfor,5,6,1921,1950,0.0,TA,No,Unf,0,Unf,0,731,731,Y,820,523,0,1343,0,0,1,1,3,1,TA,7,1,Gd,Detchd,1921.0,Unf,1,186,Fa,Y,192,0,102,0,0,0,No_pool,No_fence,0,7,2009,154900,FV/ RL,Irregular,Lvl,CulDSac/ FR,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
1179,1180,20,77.0,8335,No_alley_access,Gtl,Edwards,5,5,1954,1954,0.0,TA,No_basement,No_basement,0,No_basement,0,0,0,Y,1124,0,0,1124,0,0,1,0,3,1,TA,5,1,Gd,No_garage,,No_garage,0,0,No_garage,N,0,36,190,0,0,0,No_pool,No_fence,0,4,2006,93000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,No_basement,No_basement,Gd,SBrkr,,Other,Normal/Alloca
1180,1181,60,,11170,No_alley_access,Gtl,Timber,7,5,1990,1991,0.0,TA,No,LwQ,1216,Unf,0,0,1216,Y,1298,1216,0,2514,0,0,2,1,4,1,TA,8,0,No_fireplace,Attchd,1990.0,Fin,2,693,TA,Y,0,0,0,0,0,0,No_pool,GdPrv,0,4,2006,250000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
1181,1182,120,64.0,5587,No_alley_access,Mod,Crawfor,8,5,2008,2008,186.0,Ex,Gd,GLQ,1480,Unf,0,120,1600,Y,1652,0,0,1652,1,1,2,0,2,1,Gd,5,1,Gd,Attchd,2008.0,Fin,2,482,TA,Y,162,53,0,153,0,0,No_pool,No_fence,0,11,2008,392500,Other,Irregular,Other,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,Stone,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,New,Parital
1182,1183,60,160.0,15623,No_alley_access,Gtl,NoRidge,10,5,1996,1996,0.0,Gd,Av,GLQ,2096,Unf,0,300,2396,Y,2411,2065,0,4476,1,0,3,1,4,1,Ex,10,2,TA,Attchd,1996.0,Fin,3,813,TA,Y,171,78,0,0,0,555,Ex,MnPrv,0,7,2007,745000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Shed/Flat/Hip/Mansard,Other,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,
1183,1184,30,60.0,10800,Grvl,Gtl,OldTown,5,6,1920,1950,0.0,TA,No,Rec,821,Unf,0,299,1120,Y,1130,0,0,1130,1,0,1,0,2,1,TA,5,1,Gd,Detchd,1970.0,Unf,2,720,TA,Y,229,0,0,0,0,0,No_pool,No_fence,0,6,2006,120000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
1184,1185,20,50.0,35133,No_alley_access,Mod,Timber,5,4,1963,1963,226.0,TA,Gd,Rec,1159,Unf,0,413,1572,Y,1572,0,0,1572,1,0,1,1,3,1,TA,5,2,TA,2Types,1963.0,RFn,3,995,TA,Y,0,263,0,0,263,0,No_pool,No_fence,0,5,2007,186700,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,Other,Other,BrkFace,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
1185,1186,50,60.0,9738,No_alley_access,Gtl,Edwards,5,7,1924,1950,0.0,TA,No,BLQ,392,Unf,0,392,784,Y,949,272,0,1221,1,0,1,0,4,1,TA,7,0,No_fireplace,Attchd,1965.0,Unf,1,392,TA,Y,0,0,236,0,0,0,No_pool,No_fence,0,3,2006,104900,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,Gd/Fa/Po,Stone/BrkTil/Slab,TA/Fa,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
1186,1187,190,107.0,10615,No_alley_access,Mod,OldTown,3,5,1900,1970,0.0,TA,Mn,BLQ,440,Unf,0,538,978,Y,1014,685,0,1699,1,0,2,0,3,2,TA,7,0,No_fireplace,CarPort,1920.0,Unf,2,420,Fa,Y,0,74,0,0,0,0,No_pool,No_fence,0,8,2009,95000,FV/ RL,Irregular,Bnk,Inside/Corner,RRAe/Feedr/Artery,Duplex/Twnhs/2fmCon,2.5Fin/2Story,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,
1187,1188,20,89.0,12461,No_alley_access,Gtl,NoRidge,8,5,1994,1995,0.0,Gd,No,GLQ,1456,Unf,0,168,1624,Y,1624,0,0,1624,1,0,2,0,2,1,Gd,5,1,Fa,Attchd,1994.0,RFn,3,757,TA,Y,0,114,192,0,0,0,No_pool,GdPrv,0,7,2006,262000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
1188,1189,60,68.0,8935,No_alley_access,Gtl,CollgCr,7,5,2002,2002,95.0,Gd,No,Unf,0,Unf,0,831,831,Y,831,829,0,1660,0,0,2,1,3,1,Gd,7,0,No_fireplace,Attchd,2002.0,RFn,2,493,TA,Y,144,68,0,0,0,0,No_pool,No_fence,0,7,2009,195000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
1189,1190,60,60.0,7500,No_alley_access,Gtl,Gilbert,7,5,1999,1999,0.0,TA,No,Unf,0,Unf,0,994,994,Y,1028,776,0,1804,0,0,2,1,3,1,Gd,7,1,TA,Attchd,1999.0,Fin,2,442,TA,Y,140,60,0,0,0,0,No_pool,No_fence,0,6,2010,189000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,TA/Fa,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
